-17.625	-7.5
-17.49375	-6.75
-17.362499999999997	-6.
-17.231250000000003	-5.25
-17.1	-4.5
-16.96875	-3.75
-16.8375	-3.
-16.706249999999997	-2.25
-16.575000000000003	-1.5
-16.44375	-0.75
-16.3125	0.
-16.18125	0.75
-16.049999999999997	1.5
-15.918750000000001	2.25
-15.787500000000001	3.
-15.65625	3.75
-15.524999999999999	4.5
-15.393749999999999	5.25
-15.262500000000001	6.
-15.131250000000001	6.75
-15.	7.5
-15.	7.5
-14.868749999999999	6.75
-14.737499999999999	6.
-14.606250000000001	5.25
-14.475000000000001	4.5
-14.34375	3.75
-14.212499999999999	3.
-14.081249999999999	2.25
-13.950000000000001	1.5
-13.818750000000001	0.75
-13.6875	0.
-13.556249999999999	-0.75
-13.424999999999999	-1.5
-13.293750000000001	-2.25
-13.162500000000001	-3.
-13.03125	-3.75
-12.899999999999999	-4.5
-12.768749999999999	-5.25
-12.637500000000001	-6.
-12.506250000000001	-6.75
-12.375	-7.5
-15.984375	0.
-15.65625	0.
-15.328125	0.
-15.	0.
-14.671875	0.
-14.34375	0.
-14.015625	0.
-10.125	-7.5
-10.125	-6.75
-10.125	-6.
-10.125	-5.25
-10.125	-4.5
-10.125	-3.75
-10.125	-3.
-10.125	-2.25
-10.125	-1.5
-10.125	-0.75
-10.125	0.
-10.125	0.75
-10.125	1.5
-10.125	2.25
-10.125	3.
-10.125	3.75
-10.125	4.5
-10.125	5.25
-10.125	6.
-10.125	6.75
-10.125	7.5
-9.993749999999999	6.75
-9.8625	6.
-9.73125	5.25
-9.600000000000001	4.5
-9.46875	3.75
-9.337499999999999	3.
-9.20625	2.25
-9.075	1.5
-8.943750000000001	0.75
-8.8125	0.
-8.681249999999999	-0.75
-8.55	-1.5
-8.41875	-2.25
-8.287500000000001	-3.
-8.15625	-3.75
-8.024999999999999	-4.5
-7.893750000000001	-5.25
-7.762499999999999	-6.
-7.6312500000000005	-6.75
-7.5	-7.5
-7.3687499999999995	-6.75
-7.237500000000001	-6.
-7.106249999999999	-5.25
-6.9750000000000005	-4.5
-6.84375	-3.75
-6.7124999999999995	-3.
-6.581250000000001	-2.25
-6.449999999999999	-1.5
-6.3187500000000005	-0.75
-6.1875	0.
-6.0562499999999995	0.75
-5.925000000000001	1.5
-5.793749999999999	2.25
-5.6625	3.
-5.53125	3.75
-5.4	4.5
-5.268750000000001	5.25
-5.137499999999999	6.
-5.00625	6.75
-4.875	7.5
-4.875	-7.5
-4.875	-6.75
-4.875	-6.
-4.875	-5.25
-4.875	-4.5
-4.875	-3.75
-4.875	-3.
-4.875	-2.25
-4.875	-1.5
-4.875	-0.75
-4.875	0.
-4.875	0.75
-4.875	1.5
-4.875	2.25
-4.875	3.
-4.875	3.75
-4.875	4.5
-4.875	5.25
-4.875	6.
-4.875	6.75
-2.625	0.
-2.076225567844819	0.020542892368974996
-1.5334636232067638	0.08194649724822867
-1.0026607795315259	0.1835380638931745
-0.4896326238520492	0.32420453384024683
0.	0.5024047358083554
0.46087257453548414	0.7161862710939471
0.8879356833840057	0.9632069044597718
1.2765103337563195	1.2407602261542816
1.6223392204684741	1.5458053039032256
1.9216333698683021	1.875
2.1711136526236543	2.224737588465749
2.3680467105495557	2.591186271093947
2.51027490385248	2.9703311594334028
2.596239950683435	3.3580182627462998
2.625	3.75
2.596239950683435	4.1419817372537
2.51027490385248	4.529668840566597
2.3680467105495557	4.908813728906053
2.1711136526236543	5.275262411534251
1.9216333698683021	5.625
1.6223392204684741	5.954194696096774
1.2765103337563195	6.259239773845719
0.8879356833840057	6.536793095540228
0.46087257453548414	6.783813728906052
0.	6.997595264191645
-0.4896326238520492	7.1757954661597525
-1.0026607795315259	7.316461936106826
-1.5334636232067638	7.418053502751771
-2.076225567844819	7.479457107631025
-2.625	-7.5
-2.625	-6.75
-2.625	-6.
-2.625	-5.25
-2.625	-4.5
-2.625	-3.75
-2.625	-3.
-2.625	-2.25
-2.625	-1.5
-2.625	-0.75
-2.625	0.
-2.625	0.75
-2.625	1.5
-2.625	2.25
-2.625	3.
-2.625	3.75
-2.625	4.5
-2.625	5.25
-2.625	6.
-2.625	6.75
-2.625	7.5
0.	0.
0.21875	-0.625
0.4375	-1.25
0.65625	-1.875
0.875	-2.5
1.09375	-3.125
1.3125	-3.75
1.53125	-4.375
1.75	-5.
1.96875	-5.625
2.1875	-6.25
2.40625	-6.875
2.625	-7.5
11.25	-3.75
11.203831277231767	-3.1633707560991344
11.066461936106826	-2.591186271093947
10.84127446570638	-2.0475356259766997
10.533813728906052	-1.5458053039032256
10.151650429449553	-1.0983495705504471
